soc,title,linguistic,logical,spatial,kinesthetic,musical,interpersonal,intrapersonal,naturalistic,linguistic_z,logical_z,spatial_z,kinesthetic_z,musical_z,interpersonal_z,intrapersonal_z,naturalistic_z,linguistic_pct,logical_pct,spatial_pct,kinesthetic_pct,musical_pct,interpersonal_pct,intrapersonal_pct,naturalistic_pct
25-2032.00,"Career/Technical Education Teachers, Secondary School",19.67,13.99,10.17,4.77,6.41,16.66,17.96,10.36,0.272,-0.21,-0.609,-0.518,-0.132,0.652,1.276,-0.859,61.2,48.8,33.4,40.8,52.0,71.0,88.0,18.9
43-5011.00,Cargo and Freight Agents,21.68,13.84,9.14,3.4,6.29,16.16,13.47,16.02,0.783,-0.264,-1.027,-0.779,-0.166,0.507,-0.32,2.067,78.9,45.6,17.2,32.1,50.7,67.0,41.8,95.2
47-2031.00,Carpenters,13.36,14.51,15.45,13.23,8.85,11.62,12.32,10.65,-1.333,-0.021,1.529,1.096,0.575,-0.813,-0.728,-0.709,8.5,56.9,92.7,80.3,73.4,25.8,28.4,24.5
47-2041.00,Carpet Installers,12.93,13.36,14.48,14.71,7.45,13.86,11.77,11.43,-1.442,-0.438,1.136,1.379,0.17,-0.162,-0.924,-0.306,6.9,38.8,86.6,87.9,62.1,47.7,20.7,40.8
17-1021.00,Cartographers and Photogrammetrists,18.94,15.49,14.18,4.55,4.26,11.33,13.53,17.72,0.086,0.334,1.015,-0.56,-0.754,-0.897,-0.299,2.946,53.1,69.8,83.7,39.7,26.4,22.7,42.6,98.7
41-2011.00,Cashiers,20.35,13.92,9.99,8.17,6.79,18.3,11.51,10.96,0.445,-0.235,-0.682,0.131,-0.022,1.129,-1.016,-0.549,68.6,46.9,31.3,59.3,55.6,84.3,17.9,30.5
47-2051.00,Cement Masons and Concrete Finishers,13.46,12.42,15.09,17.85,8.47,10.28,10.85,11.58,-1.307,-0.779,1.383,1.978,0.465,-1.203,-1.251,-0.228,9.1,23.6,90.9,98.2,70.4,10.7,9.4,44.4
35-1011.00,Chefs and Head Cooks,15.95,14.19,10.64,7.64,5.29,17.24,15.55,13.49,-0.674,-0.137,-0.419,0.03,-0.456,0.821,0.419,0.759,28.9,51.8,38.9,56.8,40.5,76.5,67.2,81.5
17-2041.00,Chemical Engineers,16.46,21.72,13.3,1.73,5.17,10.42,15.44,15.77,-0.544,2.594,0.658,-1.098,-0.491,-1.162,0.38,1.938,32.0,99.0,71.5,16.6,38.4,12.2,66.0,95.0
51-9011.00,Chemical Equipment Operators and Tenders,15.45,15.1,12.24,11.23,9.41,10.13,11.74,14.7,-0.801,0.193,0.229,0.715,0.737,-1.246,-0.935,1.384,25.1,65.2,59.4,70.5,77.6,10.0,20.4,90.9
51-8091.00,Chemical Plant and System Operators,15.27,14.14,11.32,11.03,12.17,9.58,13.54,12.96,-0.847,-0.155,-0.144,0.677,1.537,-1.406,-0.295,0.485,23.7,50.9,48.1,69.8,91.3,5.4,42.7,74.3
19-4031.00,Chemical Technicians,18.11,16.75,11.24,8.13,5.41,10.12,15.42,14.82,-0.125,0.791,-0.176,0.123,-0.421,-1.249,0.373,1.447,45.5,79.4,47.3,58.9,42.1,9.8,65.8,91.6
25-1052.00,"Chemistry Teachers, Postsecondary",22.7,18.62,8.55,1.21,2.61,14.44,16.88,14.99,1.043,1.47,-1.265,-1.197,-1.232,0.007,0.892,1.534,85.2,90.0,8.4,5.6,6.4,53.7,80.4,92.5
19-2031.00,Chemists,19.62,19.72,10.79,5.18,4.36,9.94,14.28,16.12,0.259,1.868,-0.358,-0.44,-0.725,-1.301,-0.032,2.118,60.6,94.1,41.6,43.3,27.5,8.6,51.9,95.7
11-1011.00,Chief Executives,20.5,18.08,9.37,1.57,3.58,19.79,16.95,10.16,0.483,1.274,-0.933,-1.129,-0.951,1.562,0.917,-0.962,69.6,88.0,20.7,12.6,18.5,92.6,81.0,16.1
11-1011.03,Chief Sustainability Officers,22.05,16.59,9.98,1.76,3.67,17.18,17.25,11.53,0.877,0.733,-0.686,-1.092,-0.925,0.803,1.023,-0.254,81.7,78.2,31.2,16.9,20.0,76.0,83.1,43.4
21-1021.00,"Child, Family, and School Social Workers",21.75,14.29,7.93,2.89,4.71,20.82,18.46,9.14,0.801,-0.101,-1.517,-0.877,-0.624,1.862,1.453,-1.49,79.4,53.4,3.9,28.1,32.3,97.2,92.2,4.0
39-9011.00,Childcare Workers,18.37,12.6,10.98,7.05,6.75,16.81,16.57,10.86,-0.058,-0.714,-0.281,-0.083,-0.033,0.696,0.782,-0.601,48.1,25.7,43.6,53.5,55.1,72.9,77.9,28.3
29-1011.00,Chiropractors,19.19,14.99,8.98,7.54,3.22,17.1,15.82,13.17,0.15,0.153,-1.091,0.011,-1.056,0.78,0.515,0.594,56.5,63.9,14.3,56.4,13.3,75.4,70.9,76.8
27-2032.00,Choreographers,15.82,10.01,13.29,12.88,11.34,14.27,14.08,8.31,-0.707,-1.653,0.654,1.03,1.296,-0.043,-0.103,-1.919,28.0,1.3,71.3,78.4,86.6,52.0,49.0,0.6
17-3022.00,Civil Engineering Technologists and Technicians,19.15,18.9,15.16,3.37,5.86,12.39,12.68,12.49,0.14,1.571,1.411,-0.785,-0.291,-0.589,-0.601,0.242,55.8,91.2,91.5,31.9,46.3,34.6,32.4,65.8
17-2051.00,Civil Engineers,18.63,19.47,15.41,1.6,6.22,12.08,13.83,12.76,0.008,1.778,1.513,-1.123,-0.187,-0.679,-0.192,0.382,50.2,93.2,92.3,13.4,50.0,31.7,46.3,71.3
13-1031.00,"Claims Adjusters, Examiners, and Investigators",22.72,16.77,9.64,1.68,4.56,17.22,15.8,11.62,1.048,0.799,-0.824,-1.108,-0.667,0.815,0.508,-0.208,85.5,79.6,25.4,15.5,30.1,76.2,70.1,45.2
53-7061.00,Cleaners of Vehicles and Equipment,14.89,12.28,13.89,18.86,5.12,12.85,10.66,11.45,-0.943,-0.83,0.897,2.171,-0.505,-0.455,-1.318,-0.296,20.9,20.9,79.6,99.3,37.7,38.5,7.6,41.1
51-9192.00,"Cleaning, Washing, and Metal Pickling Equipment Operators and Tenders",13.54,10.9,11.95,14.11,12.22,10.66,13.22,13.4,-1.287,-1.33,0.111,1.264,1.551,-1.092,-0.409,0.712,10.0,5.3,56.4,85.8,91.5,15.1,38.9,79.9
21-2011.00,Clergy,21.87,12.71,8.84,1.55,4.95,19.99,20.89,9.2,0.832,-0.674,-1.148,-1.132,-0.555,1.62,2.317,-1.459,80.4,27.3,11.7,12.2,35.1,93.5,98.5,4.8
19-2041.01,Climate Change Policy Analysts,23.77,18.43,9.97,1.06,2.37,13.94,17.17,13.3,1.315,1.401,-0.69,-1.226,-1.302,-0.138,0.995,0.661,89.9,89.1,31.1,2.8,5.3,49.3,82.3,78.4
15-2051.02,Clinical Data Managers,22.46,19.02,9.73,1.58,1.96,14.74,18.22,12.28,0.982,1.615,-0.788,-1.127,-1.42,0.094,1.368,0.134,84.1,92.2,27.1,13.1,3.1,55.8,90.3,60.9
19-3039.03,Clinical Neuropsychologists,20.04,14.58,8.15,1.92,3.73,19.77,19.34,12.48,0.366,0.004,-1.427,-1.062,-0.908,1.556,1.766,0.237,65.2,57.5,5.7,18.7,20.9,92.4,94.6,65.5
29-1141.04,Clinical Nurse Specialists,18.29,14.08,8.58,4.46,5.15,18.42,18.23,12.78,-0.079,-0.177,-1.253,-0.577,-0.497,1.164,1.371,0.392,47.5,50.4,8.8,39.0,38.0,84.7,90.5,72.1
11-9121.01,Clinical Research Coordinators,21.95,16.19,9.64,1.27,4.66,17.19,16.68,12.42,0.852,0.588,-0.824,-1.186,-0.639,0.806,0.821,0.206,81.0,74.9,25.4,6.7,31.5,76.1,78.5,64.4
19-3033.00,Clinical and Counseling Psychologists,22.02,13.32,7.57,1.16,4.07,21.25,21.23,9.38,0.87,-0.453,-1.662,-1.207,-0.809,1.987,2.437,-1.366,81.4,38.0,2.1,4.4,24.3,98.1,98.8,6.4
27-2022.00,Coaches and Scouts,18.25,13.99,10.3,5.35,5.98,18.28,18.22,9.62,-0.089,-0.21,-0.557,-0.407,-0.256,1.123,1.368,-1.241,47.1,48.8,34.6,44.3,47.4,84.1,90.3,8.2
51-9124.00,"Coating, Painting, and Spraying Machine Setters, Operators, and Tenders",11.5,10.57,16.2,15.42,12.27,8.38,11.5,14.16,-1.806,-1.45,1.833,1.514,1.565,-1.755,-1.02,1.105,1.8,3.1,96.1,91.3,91.6,1.3,17.8,87.7
51-2021.00,"Coil Winders, Tapers, and Finishers",16.52,14.42,13.52,12.33,7.14,12.31,11.77,11.99,-0.529,-0.054,0.747,0.925,0.08,-0.612,-0.924,-0.016,32.8,55.6,74.8,76.2,59.3,33.8,20.7,54.7
49-9091.00,"Coin, Vending, and Amusement Machine Servicers and Repairers",15.3,14.54,13.98,13.66,7.24,12.16,11.59,11.53,-0.839,-0.01,0.934,1.179,0.109,-0.656,-0.988,-0.254,24.2,57.3,81.4,82.9,60.4,32.4,18.7,43.4
49-9092.00,Commercial Divers,15.19,13.23,13.61,13.6,8.89,11.56,12.43,11.49,-0.867,-0.485,0.784,1.167,0.587,-0.83,-0.689,-0.275,23.0,36.0,75.8,82.1,73.9,24.8,29.5,41.9
53-2012.00,Commercial Pilots,14.96,12.87,13.53,11.66,9.63,11.11,14.16,12.08,-0.926,-0.616,0.751,0.797,0.801,-0.961,-0.075,0.03,21.6,29.4,74.9,72.5,78.7,19.7,50.2,56.9
27-1021.00,Commercial and Industrial Designers,17.99,17.58,18.02,4.18,4.49,12.03,13.19,12.53,-0.155,1.092,2.57,-0.631,-0.688,-0.694,-0.419,0.263,44.0,85.5,99.2,37.5,29.6,31.1,38.6,66.8
25-1122.00,"Communications Teachers, Postsecondary",25.64,12.89,7.77,0.99,4.63,17.87,21.43,8.78,1.79,-0.608,-1.581,-1.239,-0.647,1.004,2.508,-1.676,95.6,29.8,3.1,1.3,31.2,80.4,99.2,2.1
21-1094.00,Community Health Workers,19.85,13.36,8.87,5.91,4.78,19.84,17.73,9.65,0.318,-0.438,-1.136,-0.3,-0.604,1.577,1.194,-1.226,63.6,38.8,12.3,47.3,33.1,93.0,86.9,8.8
11-3111.00,Compensation and Benefits Managers,24.77,17.63,7.54,1.17,1.79,20.12,18.3,8.69,1.569,1.11,-1.674,-1.205,-1.47,1.658,1.396,-1.722,93.5,85.8,1.8,4.5,2.0,94.7,91.2,1.8
13-1141.00,"Compensation, Benefits, and Job Analysis Specialists",23.07,18.26,8.94,1.32,2.59,18.59,17.06,10.16,1.137,1.339,-1.108,-1.176,-1.238,1.213,0.956,-0.962,87.4,88.9,13.6,7.2,6.3,85.9,81.5,16.1
11-9199.02,Compliance Managers,22.93,16.1,8.56,1.45,4.15,17.88,18.51,10.41,1.101,0.556,-1.261,-1.152,-0.786,1.007,1.471,-0.833,86.1,74.2,8.7,9.5,25.4,80.5,92.7,20.2
13-1041.00,Compliance Officers,22.9,14.89,9.84,3.24,5.99,16.73,15.18,11.23,1.094,0.117,-0.743,-0.81,-0.253,0.673,0.288,-0.409,86.0,62.3,28.3,30.9,47.7,72.0,62.1,36.5
17-2061.00,Computer Hardware Engineers,19.77,20.81,14.75,3.52,3.46,10.99,14.88,11.82,0.298,2.264,1.245,-0.757,-0.986,-0.996,0.181,-0.104,62.6,97.4,88.4,32.9,16.1,18.5,58.6,50.7
15-1241.00,Computer Network Architects,19.53,19.49,12.11,3.76,4.14,13.89,14.62,12.46,0.237,1.785,0.176,-0.711,-0.789,-0.153,0.089,0.227,59.6,93.4,58.3,35.0,25.1,48.1,55.9,65.3
15-1231.00,Computer Network Support Specialists,19.27,18.2,11.61,6.35,5.69,12.53,15.3,11.05,0.17,1.317,-0.026,-0.216,-0.34,-0.548,0.33,-0.502,57.4,88.8,52.0,50.0,44.1,36.1,64.2,32.2
51-9161.00,Computer Numerically Controlled Tool Operators,12.83,14.03,13.21,12.47,14.59,8.64,12.72,11.51,-1.467,-0.195,0.622,0.951,2.237,-1.679,-0.586,-0.265,6.2,49.6,70.7,77.0,98.2,1.9,33.0,42.6
51-9162.00,Computer Numerically Controlled Tool Programmers,14.91,16.94,14.85,8.71,9.36,9.62,12.85,12.77,-0.938,0.86,1.286,0.234,0.723,-1.394,-0.54,0.387,21.3,81.3,89.3,61.6,77.1,5.6,34.8,71.7
15-1251.00,Computer Programmers,19.91,21.34,12.39,2.22,3.43,13.04,14.55,13.14,0.333,2.456,0.29,-1.005,-0.995,-0.4,0.064,0.578,64.2,98.2,61.9,22.0,15.5,41.1,55.6,76.6
25-1021.00,"Computer Science Teachers, Postsecondary",23.3,17.39,10.03,1.61,2.08,17.94,17.99,9.65,1.195,1.023,-0.666,-1.121,-1.386,1.024,1.286,-1.226,88.4,84.2,32.0,14.0,4.0,81.2,88.6,8.8
15-1211.00,Computer Systems Analysts,20.6,18.97,11.71,3.37,4.26,13.76,15.97,11.36,0.509,1.596,0.014,-0.785,-0.754,-0.191,0.568,-0.342,70.5,91.7,53.2,31.9,26.4,47.3,72.8,39.4
15-1299.08,Computer Systems Engineers/Architects,20.33,19.97,11.74,2.76,3.48,13.65,16.36,11.71,0.44,1.959,0.026,-0.902,-0.98,-0.223,0.707,-0.161,68.0,95.3,53.6,26.8,16.7,46.2,75.7,47.5
15-1232.00,Computer User Support Specialists,21.92,16.4,11.47,5.96,2.94,16.28,14.46,10.58,0.844,0.664,-0.083,-0.291,-1.137,0.542,0.032,-0.745,80.8,77.0,50.2,47.8,9.1,67.8,54.5,23.3
15-1221.00,Computer and Information Research Scientists,19.34,21.14,12.94,3.31,3.02,11.98,15.95,12.32,0.188,2.383,0.512,-0.797,-1.113,-0.708,0.561,0.154,57.7,97.8,68.6,31.2,10.0,30.1,72.3,62.2
11-3021.00,Computer and Information Systems Managers,20.09,18.52,10.56,2.98,3.31,16.94,17.21,10.38,0.379,1.433,-0.451,-0.86,-1.03,0.734,1.009,-0.849,65.8,89.5,38.5,28.6,13.5,73.8,82.9,19.8
49-2011.00,"Computer, Automated Teller, and Office Machine Repairers",16.94,14.4,13.34,10.76,6.8,13.47,13.11,11.18,-0.422,-0.061,0.674,0.625,-0.019,-0.275,-0.448,-0.435,34.9,55.1,72.0,68.7,55.9,44.6,37.8,35.0
39-6012.00,Concierges,24.9,13.3,8.54,2.05,5.77,20.93,14.38,10.12,1.602,-0.46,-1.27,-1.037,-0.317,1.894,0.004,-0.983,93.8,37.6,8.3,19.9,45.2,98.0,53.5,14.5
19-1031.00,Conservation Scientists,19.17,16.61,11.14,5.72,4.61,13.62,12.46,16.66,0.145,0.741,-0.217,-0.337,-0.653,-0.232,-0.679,2.398,56.0,78.4,46.2,46.2,30.9,45.9,29.8,97.2
47-2061.00,Construction Laborers,15.3,10.83,14.35,18.31,9.95,10.92,9.62,10.71,-0.839,-1.356,1.083,2.066,0.894,-1.017,-1.688,-0.678,24.2,4.7,85.6,98.9,80.4,17.4,1.1,25.5
11-9021.00,Construction Managers,17.25,16.87,12.89,3.48,6.2,15.88,15.58,11.85,-0.343,0.835,0.492,-0.764,-0.193,0.426,0.43,-0.089,36.9,81.1,68.0,32.4,49.8,64.1,68.0,51.6
47-4011.00,Construction and Building Inspectors,19.99,16.42,13.67,4.19,5.27,14.73,13.71,12.03,0.353,0.672,0.808,-0.629,-0.462,0.091,-0.235,0.004,65.0,77.3,76.6,37.7,40.2,55.7,44.5,55.5
47-5041.00,Continuous Mining Machine Operators,10.56,11.19,13.93,15.72,16.12,9.66,10.82,11.99,-2.045,-1.225,0.913,1.572,2.681,-1.383,-1.261,-0.016,0.2,6.8,80.3,92.1,99.3,5.8,8.9,54.7
49-9012.00,"Control and Valve Installers and Repairers, Except Mechanical Door",15.31,14.68,13.81,11.76,8.9,11.44,12.34,11.76,-0.837,0.041,0.865,0.816,0.589,-0.865,-0.721,-0.135,24.3,59.3,78.5,73.3,74.0,24.0,28.7,49.1
53-7011.00,Conveyor Operators and Tenders,15.78,11.64,12.77,13.54,12.53,10.33,11.62,11.79,-0.717,-1.062,0.444,1.156,1.641,-1.188,-0.977,-0.12,27.5,12.2,65.9,81.8,93.0,11.3,19.1,50.2
35-2011.00,"Cooks, Fast Food",22.42,12.64,10.36,10.82,4.62,15.75,12.7,10.69,0.971,-0.699,-0.532,0.637,-0.65,0.388,-0.593,-0.688,84.0,26.3,35.3,69.0,31.0,63.2,32.7,25.1
35-2012.00,"Cooks, Institution and Cafeteria",15.84,13.8,11.07,9.77,7.53,14.68,13.7,13.61,-0.702,-0.278,-0.245,0.436,0.193,0.077,-0.238,0.821,28.3,45.0,45.2,65.9,62.9,55.0,44.3,82.9
35-2013.00,"Cooks, Private Household",15.65,13.32,11.72,10.15,5.15,15.9,13.66,14.44,-0.75,-0.453,0.018,0.509,-0.497,0.431,-0.252,1.25,26.6,38.0,53.4,66.8,38.0,64.2,44.2,89.4
35-2014.00,"Cooks, Restaurant",15.27,11.63,13.29,12.11,8.61,10.75,14.11,14.23,-0.847,-1.065,0.654,0.883,0.505,-1.066,-0.092,1.142,23.7,11.9,71.3,74.6,72.1,15.8,49.4,88.1
35-2015.00,"Cooks, Short Order",15.07,11.37,11.58,11.28,9.48,12.7,11.87,16.64,-0.898,-1.16,-0.038,0.724,0.757,-0.499,-0.888,2.387,22.3,8.6,51.6,71.0,78.1,37.2,21.4,97.0
51-9193.00,Cooling and Freezing Equipment Operators and Tenders,13.89,13.4,12.89,13.02,9.13,9.82,14.08,13.75,-1.198,-0.424,0.492,1.056,0.656,-1.336,-0.103,0.893,13.1,39.3,68.0,79.3,75.8,7.0,49.0,83.6
13-1041.06,Coroners,19.33,14.04,10.38,6.04,3.58,17.04,14.9,14.69,0.186,-0.191,-0.524,-0.276,-0.951,0.763,0.188,1.379,57.6,49.7,36.1,48.2,18.5,74.6,59.2,90.6
33-3012.00,Correctional Officers and Jailers,16.62,12.03,10.33,10.37,9.98,15.29,15.74,9.64,-0.504,-0.92,-0.545,0.551,0.902,0.254,0.487,-1.231,33.3,17.1,35.0,67.4,80.5,59.8,69.7,8.4
43-4021.00,Correspondence Clerks,27.16,16.64,9.69,1.79,3.19,16.0,14.67,10.85,2.177,0.751,-0.804,-1.087,-1.064,0.46,0.107,-0.606,98.0,78.9,26.1,17.1,12.8,65.4,56.6,28.0
13-1051.00,Cost Estimators,21.62,21.75,12.12,1.08,1.81,13.88,15.68,12.06,0.768,2.605,0.18,-1.222,-1.464,-0.156,0.465,0.02,78.6,99.1,58.5,3.2,2.1,47.9,69.0,56.3
39-3092.00,Costume Attendants,17.42,11.81,14.79,8.05,9.45,14.42,12.86,11.21,-0.3,-1.0,1.262,0.108,0.749,0.001,-0.537,-0.42,38.6,13.9,88.8,58.3,77.9,53.5,34.9,35.7
41-2021.00,Counter and Rental Clerks,21.81,13.13,9.95,6.54,7.14,18.53,12.28,10.62,0.816,-0.521,-0.698,-0.18,0.08,1.196,-0.743,-0.725,80.0,34.3,30.6,50.7,59.3,85.6,27.5,23.8
43-5021.00,Couriers and Messengers,18.49,11.54,12.58,13.24,9.54,12.95,10.49,11.18,-0.028,-1.098,0.367,1.098,0.775,-0.426,-1.379,-0.435,49.3,10.4,63.6,80.4,78.5,39.9,5.4,35.0
27-3092.00,Court Reporters and Simultaneous Captioners,29.99,11.78,9.36,6.63,8.99,12.57,11.2,9.48,2.897,-1.011,-0.937,-0.163,0.616,-0.537,-1.126,-1.314,99.7,13.4,20.2,50.9,75.1,36.6,14.8,7.4
43-4031.00,"Court, Municipal, and License Clerks",23.91,14.8,9.4,3.8,4.81,18.46,13.78,11.04,1.35,0.084,-0.921,-0.703,-0.595,1.176,-0.21,-0.507,90.6,60.7,21.4,35.5,33.6,85.1,45.7,31.8
27-1012.00,Craft Artists,15.12,11.65,19.13,12.19,8.58,11.12,10.97,11.26,-0.885,-1.058,3.019,0.898,0.497,-0.958,-1.208,-0.394,22.7,12.3,99.9,75.4,71.8,20.1,11.2,37.0
53-7021.00,Crane and Tower Operators,13.48,11.11,16.1,16.08,11.98,9.02,11.14,11.09,-1.302,-1.254,1.792,1.64,1.481,-1.569,-1.148,-0.482,9.4,6.4,95.6,94.0,90.5,3.4,13.8,33.3
13-2041.00,Credit Analysts,22.99,21.21,10.13,1.42,2.87,12.13,16.57,12.67,1.116,2.409,-0.626,-1.157,-1.157,-0.665,0.782,0.335,86.5,97.9,32.6,8.8,8.5,32.0,77.9,69.8
43-4041.00,"Credit Authorizers, Checkers, and Clerks",23.9,16.62,9.11,1.62,3.72,18.62,15.45,10.97,1.348,0.744,-1.039,-1.119,-0.911,1.222,0.384,-0.544,90.5,78.6,16.4,14.3,20.6,86.2,66.3,30.9
13-2071.00,Credit Counselors,23.43,17.05,8.15,1.47,3.05,20.11,17.48,9.25,1.228,0.9,-1.427,-1.148,-1.105,1.655,1.105,-1.433,88.9,82.2,5.7,10.2,10.9,94.5,84.7,5.3
25-1111.00,"Criminal Justice and Law Enforcement Teachers, Postsecondary",26.27,14.13,7.33,0.91,2.4,18.74,21.29,8.92,1.951,-0.159,-1.76,-1.255,-1.293,1.257,2.459,-1.603,96.9,50.8,0.9,0.4,5.4,87.7,99.0,2.9
29-1141.03,Critical Care Nurses,16.25,13.37,9.85,7.05,7.6,16.57,16.55,12.75,-0.598,-0.434,-0.739,-0.083,0.213,0.626,0.775,0.376,30.3,39.0,28.7,53.5,63.3,70.1,77.5,71.1
33-9091.00,Crossing Guards and Flaggers,19.91,12.34,10.65,9.32,9.89,15.39,12.58,9.93,0.333,-0.808,-0.415,0.35,0.876,0.283,-0.636,-1.081,64.2,22.3,39.0,64.1,80.1,61.2,31.2,11.6
51-9021.00,"Crushing, Grinding, and Polishing Machine Setters, Operators, and Tenders",13.83,11.66,12.76,14.96,13.13,10.51,11.33,11.83,-1.213,-1.055,0.439,1.427,1.815,-1.136,-1.08,-0.099,12.8,12.4,65.5,89.1,94.9,13.1,15.8,51.0
25-4012.00,Curators,21.58,14.08,12.74,3.01,6.78,13.7,15.84,12.28,0.758,-0.177,0.431,-0.854,-0.025,-0.208,0.522,0.134,78.3,50.4,64.9,29.1,55.3,46.8,71.1,60.9
43-4051.00,Customer Service Representatives,22.97,14.66,9.41,2.61,6.13,19.82,14.39,10.0,1.111,0.033,-0.917,-0.93,-0.213,1.571,0.007,-1.045,86.4,58.7,21.6,24.8,49.2,92.7,53.8,12.8
13-1041.08,Customs Brokers,23.09,16.63,9.35,1.06,3.51,15.91,16.86,13.59,1.142,0.748,-0.941,-1.226,-0.972,0.434,0.885,0.811,87.5,78.7,20.1,2.8,17.2,64.5,80.1,82.7
33-3051.04,Customs and Border Protection Officers,19.75,13.17,10.78,6.88,6.1,15.22,15.81,12.29,0.292,-0.507,-0.362,-0.115,-0.221,0.234,0.512,0.139,62.2,34.8,41.2,52.3,49.0,59.4,70.6,61.1
51-9031.00,"Cutters and Trimmers, Hand",15.95,11.93,14.06,14.53,8.21,10.76,10.53,14.03,-0.674,-0.957,0.966,1.345,0.39,-1.063,-1.364,1.038,28.9,15.5,82.2,87.2,67.7,16.2,5.9,86.5
51-9032.00,"Cutting and Slicing Machine Setters, Operators, and Tenders",13.59,12.45,14.61,16.46,10.25,9.37,10.96,12.32,-1.274,-0.768,1.189,1.713,0.98,-1.467,-1.212,0.154,10.5,24.2,87.2,94.7,82.1,4.3,10.9,62.2
51-4031.00,"Cutting, Punching, and Press Machine Setters, Operators, and Tenders, Metal and Plastic",14.54,12.05,14.82,15.99,10.06,8.34,11.88,12.31,-1.032,-0.913,1.274,1.623,0.925,-1.767,-0.885,0.149,18.3,17.6,89.0,93.5,81.3,1.1,21.5,61.6
29-2011.01,Cytogenetic Technologists,19.63,16.52,12.1,5.53,3.95,10.99,13.65,17.63,0.262,0.708,0.172,-0.373,-0.844,-0.996,-0.256,2.899,60.7,78.0,58.1,44.9,23.4,18.5,44.1,98.5
29-2011.02,Cytotechnologists,17.73,14.37,13.56,7.96,4.38,10.89,13.6,17.52,-0.221,-0.072,0.763,0.091,-0.72,-1.025,-0.274,2.842,41.3,54.7,75.3,57.9,27.7,17.2,43.4,98.4
27-2031.00,Dancers,14.04,7.75,12.57,21.25,13.27,11.46,11.24,8.43,-1.16,-2.473,0.363,2.627,1.855,-0.86,-1.112,-1.857,13.9,0.1,63.5,100.0,95.4,24.3,15.1,0.7
43-9021.00,Data Entry Keyers,22.79,13.5,11.93,7.06,6.42,14.24,11.39,12.69,1.066,-0.387,0.103,-0.081,-0.129,-0.051,-1.059,0.345,85.8,41.5,55.8,53.6,52.3,51.8,16.6,70.2
15-1243.01,Data Warehousing Specialists,21.04,20.75,12.45,2.0,3.12,13.22,15.03,12.39,0.62,2.242,0.314,-1.047,-1.085,-0.348,0.234,0.19,74.0,97.3,62.4,19.7,11.5,43.0,60.4,64.0
15-1242.00,Database Administrators,19.85,20.3,11.65,2.13,2.81,14.61,16.75,11.9,0.318,2.079,-0.01,-1.022,-1.174,0.056,0.846,-0.063,63.6,96.1,52.3,20.9,8.1,54.6,79.2,52.8
15-1243.00,Database Architects,19.74,20.85,13.71,2.29,3.55,12.93,15.29,11.64,0.29,2.278,0.824,-0.991,-0.96,-0.432,0.327,-0.197,62.0,97.5,77.5,22.6,17.7,39.6,64.0,45.9
41-9011.00,Demonstrators and Product Promoters,21.29,11.28,10.79,5.35,9.07,16.6,13.55,12.07,0.684,-1.192,-0.358,-0.407,0.639,0.635,-0.291,0.025,75.6,7.7,41.6,44.3,75.5,70.6,42.8,56.4
31-9091.00,Dental Assistants,19.65,12.05,11.44,9.26,5.73,16.87,13.56,11.44,0.267,-0.913,-0.095,0.339,-0.329,0.713,-0.288,-0.301,61.0,17.6,49.4,63.9,44.5,73.3,43.0,40.9
29-1292.00,Dental Hygienists,17.64,12.07,12.93,10.58,6.07,14.11,14.55,12.05,-0.244,-0.906,0.508,0.591,-0.23,-0.089,0.064,0.015,40.2,18.0,68.5,68.2,48.3,50.7,55.6,56.0
51-9081.00,Dental Laboratory Technicians,14.61,12.24,16.35,11.48,7.56,11.82,13.22,12.73,-1.015,-0.844,1.893,0.763,0.201,-0.755,-0.409,0.366,19.0,20.1,96.6,71.8,63.0,28.5,38.9,70.8
29-1021.00,"Dentists, General",15.71,13.93,11.46,10.27,6.88,14.42,14.95,12.38,-0.735,-0.231,-0.087,0.532,0.004,0.001,0.206,0.185,27.2,47.4,49.9,67.1,57.0,53.5,59.6,63.8
29-1213.00,Dermatologists,19.16,15.41,10.71,5.02,2.76,17.32,15.56,14.06,0.142,0.305,-0.391,-0.47,-1.189,0.844,0.423,1.054,55.9,68.5,40.0,42.5,7.4,77.0,67.3,87.0
47-5011.00,"Derrick Operators, Oil and Gas",12.52,10.9,13.01,16.39,15.34,9.96,11.72,10.16,-1.546,-1.33,0.541,1.7,2.455,-1.296,-0.942,-0.962,4.0,5.3,69.1,94.5,98.8,8.7,20.1,16.1
43-9031.00,Desktop Publishers,20.14,15.33,15.81,4.93,4.4,11.57,13.97,13.86,0.392,0.276,1.675,-0.487,-0.714,-0.828,-0.142,0.95,66.4,67.3,94.5,41.8,28.1,25.1,48.0,85.1
33-3021.00,Detectives and Criminal Investigators,18.78,13.93,10.53,6.65,7.04,16.07,15.42,11.57,0.046,-0.231,-0.464,-0.159,0.051,0.481,0.373,-0.233,51.5,47.4,38.4,51.1,58.4,66.4,65.8,44.1
29-2032.00,Diagnostic Medical Sonographers,17.98,12.59,11.32,8.93,7.97,15.37,14.11,11.74,-0.158,-0.717,-0.144,0.276,0.32,0.277,-0.092,-0.146,43.7,25.6,48.1,62.6,66.4,60.7,49.4,48.4
